,Date_Time,No,Latitude,Longitude,Altitude,Speed,Heartrate,Cadence,Power
0,2020-09-10 11:21:13,1,53.990311,-1.5420719999999999,124.6,12.29,138,111.0,589.0
1,2020-09-10 11:21:14,2,53.990334999999995,-1.541887,124.6,12.46,142,114.0,462.0
2,2020-09-10 11:21:15,3,53.990345,-1.541671,124.8,12.59,145,113.0,457.0
3,2020-09-10 11:21:16,4,53.990318,-1.541499,124.8,12.61,149,114.0,393.0
4,2020-09-10 11:21:17,5,53.990244999999994,-1.5413700000000001,125.0,12.66,151,112.0,614.0
5,2020-09-10 11:21:18,6,53.990140000000004,-1.54129,125.2,12.63,154,114.0,483.0
6,2020-09-10 11:21:19,7,53.99003199999999,-1.541236,125.4,12.59,157,109.0,498.0
7,2020-09-10 11:21:20,8,53.989924,-1.541189,125.6,12.58,159,105.0,433.0
8,2020-09-10 11:21:21,9,53.98981,-1.541128,125.8,12.53,160,107.0,382.0
9,2020-09-10 11:21:22,10,53.989712,-1.541069,125.8,12.57,162,104.0,433.0
10,2020-09-10 11:21:23,11,53.98960600000001,-1.5410030000000001,126.0,12.69,163,102.0,544.0
11,2020-09-10 11:21:24,12,53.989495,-1.540932,126.2,12.79,164,102.0,456.0
12,2020-09-10 11:21:25,13,53.989387,-1.540861,126.2,12.86,165,103.0,424.0
13,2020-09-10 11:21:26,14,53.98928000000001,-1.5407879999999998,126.2,12.92,165,103.0,404.0
14,2020-09-10 11:21:27,15,53.989174,-1.540721,126.4,12.94,166,101.0,377.0
15,2020-09-10 11:21:28,16,53.989068,-1.540643,126.4,12.94,166,102.0,318.0
16,2020-09-10 11:21:29,17,53.98896,-1.540561,126.4,12.93,166,99.0,296.0
17,2020-09-10 11:21:30,18,53.988854,-1.5404790000000002,126.6,13.04,166,99.0,448.0
18,2020-09-10 11:21:31,19,53.988748,-1.540399,126.6,13.2,166,101.0,521.0
19,2020-09-10 11:21:32,20,53.988643,-1.540327,126.6,13.3,166,100.0,440.0
20,2020-09-10 11:21:33,21,53.988535999999996,-1.540253,126.6,13.28,166,99.0,334.0
21,2020-09-10 11:21:34,22,53.988428000000006,-1.540171,126.6,13.21,166,100.0,326.0
22,2020-09-10 11:21:35,23,53.988271999999995,-1.5400610000000001,126.6,12.97,166,99.0,265.0
23,2020-09-10 11:21:36,24,53.988214,-1.5400120000000002,126.6,12.88,166,99.0,265.0
24,2020-09-10 11:21:37,25,53.988105000000004,-1.539919,126.8,12.85,166,98.0,471.0
25,2020-09-10 11:21:38,26,53.987995999999995,-1.539839,126.8,12.81,166,98.0,402.0
26,2020-09-10 11:21:39,27,53.987889,-1.539763,126.8,12.83,166,98.0,496.0
27,2020-09-10 11:21:40,28,53.987786,-1.539691,126.8,12.82,166,98.0,435.0
28,2020-09-10 11:21:41,29,53.987673,-1.539609,126.6,12.84,166,98.0,331.0
29,2020-09-10 11:21:42,30,53.987576000000004,-1.5395379999999999,126.4,12.99,166,99.0,446.0
30,2020-09-10 11:21:43,31,53.98746,-1.539477,126.0,13.15,166,98.0,321.0
31,2020-09-10 11:21:44,32,53.987343,-1.5394709999999998,125.8,13.27,166,99.0,510.0
32,2020-09-10 11:21:45,33,53.987218999999996,-1.539519,125.8,13.29,166,99.0,439.0
33,2020-09-10 11:21:46,34,53.987122,-1.5396,126.0,13.16,166,99.0,387.0
34,2020-09-10 11:21:47,35,53.987033999999994,-1.539754,126.2,12.91,166,98.0,389.0
35,2020-09-10 11:21:48,36,53.986973,-1.5399200000000002,126.6,12.63,166,98.0,375.0
36,2020-09-10 11:21:49,37,53.98692,-1.540088,126.8,12.39,166,98.0,412.0
37,2020-09-10 11:21:50,38,53.986870999999994,-1.540254,127.2,12.2,166,98.0,451.0
38,2020-09-10 11:21:51,39,53.986824,-1.5404200000000001,127.4,12.03,166,97.0,465.0
39,2020-09-10 11:21:52,40,53.986777000000004,-1.540586,127.8,11.86,166,96.0,441.0
40,2020-09-10 11:21:53,41,53.986734999999996,-1.540737,128.0,11.74,166,96.0,471.0
41,2020-09-10 11:21:54,42,53.986686,-1.540915,128.4,11.65,166,97.0,531.0
42,2020-09-10 11:21:55,43,53.98664599999999,-1.54106,128.6,11.51,167,97.0,431.0
43,2020-09-10 11:21:56,44,53.986603,-1.5412190000000001,128.8,11.47,167,96.0,493.0
44,2020-09-10 11:21:57,45,53.986557,-1.54139,129.2,11.49,167,95.0,517.0
45,2020-09-10 11:21:58,46,53.986515000000004,-1.541544,129.4,11.52,168,95.0,528.0
46,2020-09-10 11:21:59,47,53.98647,-1.5417049999999999,129.8,11.47,168,96.0,458.0
47,2020-09-10 11:22:00,48,53.986427,-1.541855,130.0,11.31,168,95.0,370.0
48,2020-09-10 11:22:01,49,53.986383999999994,-1.5420049999999998,130.4,11.17,169,95.0,428.0
49,2020-09-10 11:22:02,50,53.986340000000006,-1.5421559999999999,130.6,11.0,169,94.0,373.0
50,2020-09-10 11:22:03,51,53.986295999999996,-1.542309,131.0,10.86,169,93.0,417.0
51,2020-09-10 11:22:04,52,53.98625500000001,-1.542449,131.2,10.81,169,93.0,479.0
52,2020-09-10 11:22:05,53,53.986211,-1.5426,131.4,10.74,169,93.0,460.0
53,2020-09-10 11:22:06,54,53.986169999999994,-1.542741,131.8,10.66,169,93.0,438.0
54,2020-09-10 11:22:07,55,53.986127,-1.542886,132.0,10.48,169,93.0,337.0
55,2020-09-10 11:22:08,56,53.986086,-1.543025,132.4,10.31,169,92.0,325.0
56,2020-09-10 11:22:09,57,53.986041,-1.5431780000000002,132.6,10.36,170,94.0,543.0
57,2020-09-10 11:22:10,58,53.986002,-1.543309,132.8,10.32,170,97.0,381.0
58,2020-09-10 11:22:11,59,53.98595699999999,-1.54346,133.2,10.22,169,99.0,489.0
59,2020-09-10 11:22:12,60,53.985918000000005,-1.5435889999999999,133.4,10.29,169,98.0,489.0
60,2020-09-10 11:22:13,61,53.985877,-1.543726,133.6,10.32,169,96.0,365.0
61,2020-09-10 11:22:14,62,53.985837,-1.543865,134.0,10.26,170,98.0,365.0
62,2020-09-10 11:22:15,63,53.985797999999996,-1.5440049999999998,134.2,10.17,169,96.0,330.0
63,2020-09-10 11:22:16,64,53.985758,-1.5441479999999999,134.4,10.12,169,96.0,368.0
64,2020-09-10 11:22:17,65,53.98571999999999,-1.544275,134.8,10.08,169,96.0,381.0
65,2020-09-10 11:22:18,66,53.98568,-1.5444120000000001,135.0,10.03,169,96.0,345.0
66,2020-09-10 11:22:19,67,53.985638,-1.544574,135.2,10.13,169,94.0,385.0
67,2020-09-10 11:22:20,68,53.985597999999996,-1.544712,135.6,10.06,169,95.0,350.0
68,2020-09-10 11:22:21,69,53.985564000000004,-1.544828,135.8,9.98,169,97.0,350.0
69,2020-09-10 11:22:22,70,53.985515,-1.544982,136.0,9.95,169,94.0,405.0
70,2020-09-10 11:22:23,71,53.985475,-1.54511,136.4,9.97,169,95.0,367.0
71,2020-09-10 11:22:24,72,53.985438,-1.545242,136.6,9.94,169,95.0,425.0
72,2020-09-10 11:22:25,73,53.985401,-1.545375,136.8,9.97,168,94.0,425.0
73,2020-09-10 11:22:26,74,53.985362,-1.5455139999999998,137.0,10.02,168,95.0,454.0
74,2020-09-10 11:22:27,75,53.985319999999994,-1.545662,137.4,10.23,168,95.0,607.0
75,2020-09-10 11:22:28,76,53.985282999999995,-1.5457940000000001,137.6,10.31,169,97.0,521.0
76,2020-09-10 11:22:29,77,53.98524200000001,-1.545936,138.0,10.24,169,97.0,355.0
77,2020-09-10 11:22:30,78,53.985203000000006,-1.546072,138.2,10.12,169,97.0,336.0
78,2020-09-10 11:22:31,79,53.98516,-1.546222,138.4,9.92,169,97.0,353.0
